Company,SEDAR_url,mailAddress,contactName,bizEmail,telNum,faxNum,dateForm,jurisdiction,industryClass,cusipNum,finYearEnd,hqAddress,principalRegulator,shortFormProspectusIssuer,reportJurisdiction,stockExchange,stockSym,auditor,generalPartner,transferAgent,assets
,,"460 Admiral Boulevard
Mississauga, Ontario
L5T 3A3","Sonya Stark, Director, Corporate Affairs, IR and Corporate Secretary",,905 565-2913,905 670-7915,Oct 1 1997,Ontario,consumer products - household goods,12525R,Sep 30,"460 Admiral Boulevard
Mississauga, Ontario
L5T 3A3",Ontario,Yes,Ceased Reporting,N/A,,Ernst & Young,,Computershare Trust Company of Canada,"$100,000,001 to $500,000,000"
,,"103 The East Mall
Etobicoke, Ontario
M8Z 5X9",Domenic Scozzafava,,416 237-1816,416 237-1227,Jul 1 1925,Canada,industrial products - chemicals and fertilizers,124911,Dec 31,"103 The East Mall
Etobicoke, Ontario
M8Z 5X9",No filing is or has previously been made under the MRRS Prospectus Policy,No,"British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, Quebec",N/A,,Deloitte & Touche LLP,,Computershare Investor Services Inc.,"$25,000,001 to $100,000,000"
,,"1951 Leslie St.
North York, Ontario
M3B 2M3",Illona Sun,,416 385-2882,416 385-7135,Dec 17 1964,Alberta,merchandising - clothing stores,12515Q,Dec 31,"3700 Canterra Tower
400 Third Avenue S.W.
Calgary, Alberta
T2P 4H2",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,Mintz & Partners LLP,,CIBC Mellon Trust Company,"$25,000,001 to $100,000,000"
,,"1055 West Hastings Street
Suite 1700
Vancouver, British Columbia
V6E 2E9",Matthew Stein,matt@clearbanc.com,778 836-8481,,Aug 5 2015,Federal,financial services - investment companies and funds,,Dec 31,"1055 West Hastings Street
Suite 1700
Vancouver, British Columbia
V6E 2E9",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,N/A,,,"Under $5,000,000"
,,"Level 5, The BGC Centre
28 The Esplanade
Perth, Western Australia
6000",Hannah Hudson,hhudson@cgamining.com,618 9263-4000,618 9263-4020,Oct 16 1985,Australia,metals and minerals - mining,Q22628,Jun 30,"Level 5, The BGC Centre
28 The Esplanade
Perth, West Australia
6000",Ontario,No,Ontario,Australia,,Ernst & Young,,Computershare Trust Company of Canada,"$25,000,001 to $100,000,000"
,,"755, boulevard St-Jean
Bureau 304
Pointe-Claire, Québec
H9R 5M9",Eloïse Gagnon,gagnone@commanditecge.com,514 987-1455,514 782-0427,Nov 11 2009,Quebec,financial services - investment companies and funds,,Dec 31,"755, boulevard St-Jean
Bureau 304
Pointe-Claire, Québec
H9R 5M9",Quebec,No,Quebec,N/A,,Raymond Chabot Grant Thornton LLP,CGE General Partner I Inc.,Computershare Investor Services Inc.,"$5,000,001 to $25,000,000"
,,"755 boul. St Jean
Bureau 304
Pointe-Claire, Québec
H9R 5M9",Eloïse Gagnon,gagnone@commanditecge.com,514 987-1455,514 782-0427,Jan 8 2011,Quebec,financial services - investment companies and funds,,Dec 31,"755 boul. St Jean
Bureau 304
Pointe-Claire, Quebec
H9R 5M9",Quebec,No,Quebec,N/A,,Raymond Chabot Grant Thorton LLp,CGE Québec 2011-II General Partner Inc.,Computershare Investor Services Inc.,"Under $5,000,000"
,,"755 boul. St Jean
Bureau 304
Pointe-Claire, Québec
H9R 5M9",Eloïse Gagnon,gagnone@commanditecge.com,514 987-1455,514 782-0427,Nov 17 2010,Quebec,financial services - investment companies and funds,,Dec 31,"755 boul. St Jean
Bureau 304
Pointe-Claire, Quebec
H9R 5M9",Quebec,No,Quebec,N/A,,Raymond Chabot Grant Thorton LLp,General Partner CGE Québec 2011 Inc.,Computershare Investor Services Inc.,"Under $5,000,000"
,,"3500, 350 - 7th Avenue S.W.
Calgary, Alberta
T2P 3N9",Darren Duncan,dduncan@citadelfunds.com,403 261-9674,403 261-8670,Mar 30 2006,Alberta,financial services - investment companies and funds,,Dec 31,"3500, 350 - 7th Avenue S.W.
Calgary, Alberta
T2P 3N9",Alberta,No,Ceased Reporting,N/A,,PricewaterhouseCoopers,CGF 2006 FT Management Ltd.,Computershare Trust Company of Canada,"$25,000,001 to $100,000,000"
,,"Crown Hill Capital Corporation
1300 Yonge Street
Suite 300
Toronto, Ontario
M4T 1X3",Alexis Klein,aklein@crownhill.ca,416 361-9673,416 361-0634,Nov 19 2007,Alberta,financial services - investment companies and funds,,Dec 31,"Crown Hill Capital Corporation
1300 Yonge Street
Suite 300
Toronto, Ontario
M4T 1X3",Ontario,No,Ceased Reporting,N/A,,Ernst & Young LLP,CGF 2008 FT Management Ltd.,Computershare Trust Company of Canada,"$25,000,001 to $100,000,000"
,,"Suite 2930, P.O. Box 793, Bay Wellington Tower
BCE Place, 181 Bay Street
Toronto, Ontario
M5J 2T3",David Roode,roode@bromptongroup.com,416 642-6005,416 642-6001,Jan 1 1500,Ontario,financial services - investment companies and funds,,Dec 31,"Suite 2930, P.O. Box 793, Bay Wellington Tower
BCE Place, 181 Bay Street
Toronto, Ontario
M5J 2T3",Ontario,No,Ceased Reporting,N/A,,PricewaterhouseCoopers LLP,,,"$25,000,001 to $100,000,000"
,,"2695 Dollard Ave
Montreal, Quebec
H8N 2J8",Samuel Bruneau,samuel.bruneau@taigamotors.ca,514 516-1744,,Jan 27 2021,Ontario,other,,Dec 31,"333 Bay St #2400
Toronto, Ontario
M5H 2T6",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,N/A,,,"Under $5,000,000"
,,"c/o 725 Granville Street, Suite 400
Vancouver, BC
V7Y 1G5","Raoul Thomas, President",rthomas@cgimg.com,786 581-4800,,Dec 18 2017,BC,real estate,,Dec 31,"c/o 725 Granville Street, Suite 400
Vancouver, BC
V7Y 1G5",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,BDO Canada LLP,,,"Under $5,000,000"
,,"c/o 725 Granville Street, Suite 400
Vancouver, BC
V7Y 1G5","Raoul Thomas, President",rthomas@cgimg.com,954 864-0439,,Oct 10 2017,BC,real estate,,Dec 31,"c/o 725 Granville Street, Suite 400
Vancouver, BC
V7Y 1G5",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,Rice & Company LLP,,,"$5,000,001 to $25,000,000"
