Company,SEDAR_url,mailAddress,contactName,bizEmail,telNum,faxNum,dateForm,jurisdiction,industryClass,cusipNum,finYearEnd,hqAddress,principalRegulator,shortFormProspectusIssuer,reportJurisdiction,stockExchange,stockSym,auditor,generalPartner,transferAgent,assets
,,"2200 HSBC Building
885 West Georgia Street
Vancouver, BC
V6C 3E8",Edward Reisner,edward@apolloinnovative.com,778 999-5576,,May 20 2016,British Columbia,other,,Dec 31,"2200 HSBC Building
885 West Georgia Street
Vancouver, BC
V6C 3E8",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,N/A,,,"Under $5,000,000"
,,"800, 520 - 5th Avenue S.W.
Calgary, Alberta
T2P 3R7",David Bredy,,403 538-0026,403 264-1318,May 9 2002,Alberta,oil and gas - oil and gas producers,,Dec 31,"800, 520 - 5th Avenue S.W.
Calgary, Alberta
T2P 3R7",No filing is or has previously been made under the MRRS Prospectus Policy,No,Not Applicable,N/A,,PricewaterhouseCoopers LLP,,Olympia Trust Company,"$25,000,001 to $100,000,000"
,,"Suite 108
2419 Bellevue Avenue
West Vancouver, British Columbia
V7V 4T4",Dennis Robinson,suewang@avaniwater.com,604 913-2386,604 913-2398,Nov 29 1995,Nevada,consumer products - household goods,05348F,Dec 31,"#108-2419 Bellevue Avenue
West Vancouver, British Columbia
V7V 4T4",British Columbia,No,"British Columbia, Other than Canada","OTCBB, Pink Sheets",AVIT,Jeffrey Tsang & Co.,,Computershare Investor Services Inc.,"Under $5,000,000"
,,"1632 Dickson Avenue
Suite 335
Kelowna, British Columbia
V1Y7T2",Kendra Blackford,kb@avantbrands.ca,778 760-8338,,Sep 24 2012,British Columbia,other,05353D,Nov 30,"1632 Dickson Avenue
Suite 335
Kelowna, British Columbia
V1Y 7T2",British Columbia,Yes,"British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, Quebec, New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland, North West Territories, Yukon, Nunavut",TSX,AVNT,Manning Elliott LLP,,Computershare Investor Services Inc.,"$25,000,001 to $100,000,000"
,,"601-130 Bloor Street West
Toronto, Ontario
M5S 1N5",Steve Rotz,steve@avantelogixx.com,416 923-6984,416 923-5198,May 19 2006,Ontario,other,05351B,Mar 31,"601-130 Bloor Street West
Toronto, Ontario
M5S 1N5",Ontario,Yes,"British Columbia, Alberta, Ontario",TSX Venture,XX,RSM Canada LLP,,TSX Trust Company,"$25,000,001 to $100,000,000"
,,"Bay 105, 4715 - 13th Street NE
Calgary, Alberta
T2E 6M3",Neil Werfhorst,,403 237-0778,403 215-1427,Jan 30 1996,Alberta,consumer products - household goods,052919,Jun 30,"Bay 105, 4715 - 13th Street NE
Calgary, Alberta
T2E 6M3",No filing is or has previously been made under the MRRS Prospectus Policy,No,"British Columbia, Alberta",TSX Venture,AVQ,Dick Cook Schulli,,Valiant Trust Company,"Under $5,000,000"
,,"#204 - 998 Harbourside Drive
North Vancouver, BC
V7P 3T2",Robin Gamley,rob@contactfinancial.com,604 689-7422,604 689-7442,Mar 7 2011,British Columbia,other,053498,Dec 31,"#204 - 998 Harbourside Drive
North Vancouver, BC
V7P 3T2",British Columbia,Yes,"British Columbia, Alberta, Ontario",TSX Venture,AVN,Davidson & Company LLP,,Computershare Investor Services Inc.,"Under $5,000,000"
,,"1 - 15782 Marine Drive
White Rock, BC
V4B 1E6",Ben Meyer,ben@gocs.ca,604 536-2711,604 536-2788,Oct 31 2016,British Columbia,junior natural resource - mining,,Dec 31,"1 - 15782 Marine Drive
White Rock, BC
V4B 1E6",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,Davidson & Company LLP,,,"Under $5,000,000"
,,"2270 - 8788 McKim Way
Richmond, British Columbia
V6X 4E2",Jason P. Fuller,jfuller@avapecia.com,604 227-9287,604 608-3111,Jan 10 2014,British Columbia,other,05351R,Jun 30,"2270 - 8788 McKim Way
Richmond, British Columbia
V6X 4E2",British Columbia,No,Ceased Reporting,Canada - CSE,,A Chan and Company LLP,,TMX Equity Transfer Services,"Under $5,000,000"
,,"1210 - 1095 W. Pender St
Vancouver, BC
V6E 2M6",Nick DeMare,ndemare@chasemgt.com,604 685-9316,604 683-1585,Dec 15 1994,British Columbia,other,05336Y,Dec 31,"1210 - 1095 W. Pender St
Vancouver, BC
V6E 2M6",British Columbia,No,Ceased Reporting,NEX,,UHY LDMB Advisors Inc. Chartered Accountants,,ComputershareTrust Company of Canada,"Under $5,000,000"
,,"Suite 610, 700 West Pender Street
Vancouver, British Columbia
V6C 1G8",Kulwant Sandher,kulwant.sandher@gmail.com,604 669-9788,604 669-9768,Nov 3 1993,British Columbia,junior natural resource - mining,05351M,Jul 31,"Suite 610, 700 West Pender Street
Vancouver, British Columbia
V6C 1G8",British Columbia,No,"British Columbia, Alberta, Ontario","Frankfurt, Canada - CSE, Over-the-counter markets",AVM,DMCL LLP,,Endeavor Trust Corporation,"Under $5,000,000"
,,"Suite 850
633 - 6th Avenue S.W.
Calgary, AB
T2P 2Y5",Shaunna Haas-Jack,shaunna@rustler.ca,403 517-8818,403 517-8815,Nov 5 2009,Alberta,other,761510,Dec 31,"Suite 850
633 - 6th Avenue S.W.
Calgary, AB
T2P 2Y5",Alberta,No,"British Columbia, Alberta, Saskatchewan",TSX Venture,AVGP,KPMG LLP,,Computershare Trust Company of Canada,"Under $5,000,000"
,,"2000 - 1500 West Georgia St.
Vancouver, BC
V6G 2Z6",Don Gordon,dagcorp123@gmail.com,604 331-1213,,Oct 11 2011,British Columbia,other,05351H,Sep 30,"2000 - 1500 West Georgia St.
Vancouver, BC
V6G 2Z6",British Columbia,No,Ceased Reporting,N/A,,Charlton & Company,,Computershare Investor Services Inc.,"Under $5,000,000"
,,"1320-925 West Georgia Street
Vancouver, British Columbia
V6C 3L2",Chris Cooper,.,604 689-8336,604 682-5564,Nov 17 1980,British Columbia,junior natural resource - mining,5350G1,Dec 31,"1320-925 west Georgia Street
Vancouver, British Columbia
V6C 3L2",British Columbia,No,"British Columbia, Alberta",N/A,,PriceWaterhouseCoopers,,Computershare Trust Company of Canada,"Under $5,000,000"
,,"Legal Department
201 Queens Avenue
London, Ontario
N6A 1J1",Joanne Van Klink,,519 660-2776,519 660-2657,Mar 26 1954,Ontario,finance company,053524,Dec 31,"Legal Department
201 Queens Avenue
London, Ontario
N6A 1J1",No filing is or has previously been made under the MRRS Prospectus Policy,No,All provinces and territories of Canada,N/A,,Ernst & Young,,,"$500,000,001 to $1,000,000,000"
