Company,SEDAR_url,mailAddress,contactName,bizEmail,telNum,faxNum,dateForm,jurisdiction,industryClass,cusipNum,finYearEnd,hqAddress,principalRegulator,shortFormProspectusIssuer,reportJurisdiction,stockExchange,stockSym,auditor,generalPartner,transferAgent,assets
,,"267, boulevard Lasalle
Baie-Comeau, Québec
G4Z 1S7",Services financiers,caisse.t20284@desjardins.com,418 296-3339,418 296-0183,Feb 7 1944,Québec,financial services - banks and trusts,,Dec 31,"267, boulevard Lasalle
Baie-Comeau, Québec
G4Z 1S7",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"10, rue St-Jean Baptiste C.P. 70
Price, Québec
G0J 1Z0",Micheline La-Rue,,418 835-2017,418 835-1866,Oct 16 1938,Québec,financial services - banks and trusts,,Dec 31,"10, rue St-Jean Baptiste C.P. 70
Price, Québec
G0J 1Z0",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"Under $5,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Oct 27 1945,Québec,financial services - banks and trusts,,Aug 31,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"Under $5,000,000"
,,"599, chemin du Bassin, C.P. 39
Bassin, Québec
G0B 1A0",Micheline La-Rue,,418 835-2017,418 835-1866,Jul 2 1939,Québec,financial services - banks and trusts,,Sep 30,"599, chemin du Bassin, C.P. 39
Bassin, Québec
G0B 1A0",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Feb 27 1944,Québec,financial services - banks and trusts,,Feb 28,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"Under $5,000,000"
,,"130, rue Perrerault Est
Rouyn-Noranda, Québec
J9X 3C4",Micheline La-Rue,,418 835-2017,418 835-1866,Jul 10 1943,Québec,financial services - banks and trusts,,Dec 31,"130, rue Perrerault Est
Rouyn-Noranda, Québec
J9X 3C4",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,"3, rue de l'Église Nord
Lacolle, Québec
J0J 1J0",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Oct 24 1959,Québec,financial services - banks and trusts,,Dec 31,"3, rue de l'Église Nord
Lacolle, Québec
J0J 1J0",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Mar 13 1948,Québec,financial services - banks and trusts,,Jan 31,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$25,000,001 to $100,000,000"
,,"400, rue Principale
Saint-Narcisse-de-Beaurivage, Québec
G0S 1W0",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Nov 10 1935,Québec,financial services - banks and trusts,,Dec 31,"400, rue Principale
Saint-Narcisse-de-Beaurivage, Québec
G0S 1W0",Quebec,No,Ceased Reporting,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"8310, rue Désormeaux
Bécancour, Québec
G9H 2X2",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Nov 17 1944,Québec,financial services - banks and trusts,,Dec 31,"8310, rue Désormeaux
Bécancour, Québec
G9H 2X2",Quebec,No,Ceased Reporting,N/A,,Fédération des caisses Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,"484, rue Dufferin
Stanstead, Québec
J0B 3E0",Micheline La-Rue,,418 835-2017,418 835-1866,Aug 17 1943,Québec,financial services - banks and trusts,,Dec 31,"484, rue Dufferin
Stanstead, Québec
J0B 3E0",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Sep 9 1939,Québec,financial services - banks and trusts,,May 31,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
Caisse populaire Desjardins de Berthier-et-des-Îles,https://www.sedar.com/DisplayProfile.do?lang=EN&issuerType=03&issuerNo=00006104,"670, rue De Montcalm
Berthierville, Québec
J0K 1A0",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Mar 9 1940,Québec,financial services - banks and trusts,,Dec 31,"670, rue De Montcalm
Berthierville, Québec
J0K 1A0",Quebec,No,Ceased Reporting,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
