Company,SEDAR_url,mailAddress,contactName,bizEmail,telNum,faxNum,dateForm,jurisdiction,industryClass,cusipNum,finYearEnd,hqAddress,principalRegulator,shortFormProspectusIssuer,reportJurisdiction,stockExchange,stockSym,auditor,generalPartner,transferAgent,assets
,,,,,,,,,,,,,,,,,,,,,
,,"310 - 675 West Hastings St
Vancouver, British Columbia
V6B 1N2",Farshad Shirvani,farshad@terracad.com,604 678-9587,604 683-8260,Dec 20 2007,British Columbia,junior natural resource - mining,14712A,Dec 31,"310 - 675 West Hastings St
Vancouver, British Columbia
V6B 1N2",British Columbia,No,Ceased Reporting,TSX Venture,,Buckley Dodds,,Valiant Trust Company,"Under $5,000,000"
,,"Suite 822, 470 Granville Street
Vancouver, BC
V6C 1V5",Anke Woodworth,anke@terracad.com,604 678-9587,,Apr 19 2010,British Columbia,other,14712X,Dec 31,"Suite 822, 470 Granville Street
Vancouver, BC
V6C 1V5",British Columbia,No,"British Columbia, Alberta",TSX Venture,CASA,Smythe Ratcliffe,,TSX Trust Company,"Under $5,000,000"
,,"Suite 1020 - 800 West Pender Street
Vancouver, British Columbia
V6C 2V6",Bernard Tan,,604 684-6365,604 681-2741,Jan 23 1984,British Columbia,junior natural resource - mining,14714C,Nov 30,"Suite 1020 - 800 West Pender Street
Vancouver, British Columbia
V6C 2V6",No filing is or has previously been made under the MRRS Prospectus Policy,No,"British Columbia, Alberta",CDNX - AB,CJM,Davidson & Company,,CIBC Mellon Trust Company,"Under $5,000,000"
,,"25 Adelaide Street East -#1900
Toronto, Ontario
M5C 3A1",Carl Hansen,info@cascadasilver.com,416 953-0258,,Aug 25 2020,British Columbia,junior natural resource - mining,147150,Jun 30,"25 Adelaide Street East - #1900
Toronto, Ontario
M5C 3A1",Ontario,No,"British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland",Canada - CSE,CSS,Clearhouse LLP,,Computershare Investor Services Inc.,"Under $5,000,000"
,,"1177 Roberton Blvd
Parksville, BC
V9P 2K6",Robert Hughes,bob936@shaw.ca,250 954-0263,,Dec 28 2003,"Nevada, USA",other,147270,Dec 31,"2724 Otter Creek Ct., Suite 101
Las Vegas, Nevada
891117",British Columbia,No,"British Columbia, Alberta",OTCBB,CSCE,Paula Morelli CPA,,"Empire Stock Transfer, Inc","Under $5,000,000"
,,"1680 - 200 Burrard Street
Vancouver, British Columbia
V6C 3L6",Garry Stock,Gstock@seedrock.com,604 683-6686,604 683-2286,Feb 7 2007,British Columbia,junior natural resource - mining,147350,Oct 31,"1680 - 200 Burrard Street
Vancouver, British Columbia
V6C 3L6",British Columbia,No,"British Columbia, Alberta",TSX Venture,CC,MacKay LLP,,Computershare Trust Company of Canada,"Under $5,000,000"
,,"395 - 901 West Third Street
North Vancouver, British Columbia
V7P 3P9",Lorne Harder,lorne@harder.net,604 985-3327,,Jun 3 2004,British Columbia,junior natural resource - mining,14738,Nov 30,"395 - 901 West Third Street
North Vancouver, British Columbia
V7P 3P9",British Columbia,No,"British Columbia, Alberta, Ontario",TSX Venture,CCD,Mao & Ying LLP,,Computershare Trust Company of Canada,"Under $5,000,000"
,,"Service juridique
404, rue Marie-Victorin
C.P. 30
Kingsey Falls, Québec
J0A 1B0",Robert F. Hall,rhall@cascades.com,819 363-5116,819 363-5127,Mar 26 1964,Québec,consumer products - packaging products,146900,Dec 31,"Service juridique
404, rue Marie-Victorin
C.P. 30
Kingsey Falls, Québec
J0A 1B0",Quebec,Yes,"British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, Quebec, New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland",TSX,CAS,PricewaterhouseCoopers,,Computershare Investor Services Inc.,"Over $1,000,000,000"
,,"250 N. Robertson Blvd., Suite 427
Beverly Hills, CA
90211","Randall M. Gates, CFO",rmgates1@verizon.net,,,Mar 9 2004,"Wyoming, USA",other,14738Y,Dec 31,"250 N. Robertson Blvd., Suite 427
Beverly Hills, CA
90211",British Columbia,No,"British Columbia, Other than Canada",OTCBB,CSDT,KCCW Accountancy Corp.,,Holladay Stock Transfer,"Under $5,000,000"
,,"Richmond Centre 6060 Minoru Blvd.
PO Box 43166
Richmond, British Columbia
V6Y 3Y3",Eason Chen,echen@CascadiaCorp.com,604 773-5180,,Nov 10 2011,British Columbia,other,14740A,Jan 31,"Richmond Centre 6060 Minoru Blvd.
Richmond, British Columbia
V6Y 3Y3",British Columbia,No,"British Columbia, Alberta, Ontario",Canada - CSE,CK,Manning Elliott LLP,,Computershare Trust Company of Canada,"Under $5,000,000"
,,"1200 West 73rd Avenue
Suite 1000
Vancouver, British Columbia
V6P 6G5",William D. Baxter,,604 267-9463,604 264-6810,Dec 31 1986,British Columbia,consumer products - breweries and beverages,146903,Mar 31,"1200 West 73rd Avenue
Suite 1000
Vancouver, British Columbia
V6P 6G5",,No,"British Columbia, Alberta, Saskatchewan, Ontario","CDNX - BC, TSX",CBH,Coopers & Lybrand,,Montreal Trust,"$25,000,001 to $100,000,000"
,,"2601-4th Avenue
Suite 500
Seattle, Washington
98121",Julie Rathbun,IR@cascadianrx.com,206 801-2100,206 801-2101,Sep 7 2007,Delaware,consumer products - biotechnology/pharmaceuticals,14740B,Dec 31,"2601 - 4th Avenue
Suite 500
Seattle, Washington
98121",Alberta,No,Ceased Reporting,N/A,,Ernst & Young LLP,,Computershare Investor Services Inc.,"$25,000,001 to $100,000,000"
,,"9774 Third Street C
Sidney, British Columbia",Roberto Napoli,info@cascadiaseaweed.com,778 351-4484,,Jun 3 2019,British Columbia,agricultural industries,,May 31,"9774 Third Street C
Sidney, British Columbia",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,Waived,,,"Under $5,000,000"
,,"Parkgate Postal Outlet
P.O. Box 30070
North Vancouver, B.C.
V7H 2Y4",William Travnik,.,604 541-1012,604 531-9528,Jan 26 1987,B.C.,junior industrial,147396,Mar 31,"Parkgate Postal Outlet
P.O. Box 30070
North Vancouver, B.C.
V7H 2Y4",British Columbia,No,British Columbia,N/A,,"Burke, Newman",,R-M Trust Company,"Under $5,000,000"
,,"Case Corporation - Law Department
700 State Street
Racine, Wisconsin
53403",John H. Macfarlane,,403 260-7081,403 260-7024,Mar 16 1994,Alberta,finance company,14743Z,Dec 31,"Osler, Hoskin & Harcourt LLP
Suite 1900, 333-7th Avenue South West
Calgary, Alberta
T2P2Z1",Alberta,Yes,Ceased Reporting,N/A,,Arthur Andersen,,,"$500,000,001 to $1,000,000,000"
,,"5950 La Place Ct.
Suite 155
Carlsbad, California
92008",Lawrence Schaffer,,760 804-1449,760 804-1566,Aug 27 1991,Delaware,other,14745C,Sep 30,"5950 La Place Ct.
Suite 155
Carlsbad, California
92008",No filing is or has previously been made under the MRRS Prospectus Policy,No,British Columbia,N/A,CSEF,Kabani & Company,,"Transfer Online, Inc.","Under $5,000,000"
,,"2600 700 9 AVE S.W.
CALGARY, ALBERTA
T2P 3V4",KATHLEEN KEILLOR,,403 232-8955,403 265-1455,Jul 12 1994,ALBERTA,junior natural resource - oil and gas,,Jun 30,"2600 700 9 AVE. S.W.
CALGARY, ALBERTA
T2P 3V4",,No,Alberta,N/A,,BRIAN NEWMAN,NA,OLYMPIA TRUST COMPANY,"Under $5,000,000"
,,"2900, 605 - 5th Avenue S.W.
Calgary, Alberta
T2P 3H5",Robert A. Maitland,,403 290-7750,403 290-7751,Mar 12 1993,Alberta,junior natural resource - oil and gas,14745A,Dec 31,"2900, 605 - 5th Avenue S.W.
Calgary, Alberta
T2P 3H5",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,Deloitte & Touche LLP,,,"$25,000,001 to $100,000,000"
,,"7255 East San Alfredo Drive
Scottsdale, Airzona
85258",Terry W. Neild,terryneild@cox.net,602 819-4181,,Sep 26 2006,Nevada,other,,Dec 31,"7255 East San Alfredo Drive
Scottsdale, Arizona
85258",British Columbia,No,Other than Canada,OTCBB,CSEY,"Seale And Beers, CPAs",,Holladay Stock Transfer,"Under $5,000,000"
Casgrain Bond Fund LP,https://www.sedar.com/DisplayProfile.do?lang=EN&issuerType=03&issuerNo=00043661,"1200 Mcgill College Avenue, 21st floor
Montreal, Quebec
H3B4G7",Sylvain Portelance,sportelance@casgrain.ca,514 871-8080,514 871-1943,Apr 1 2009,Quebec,financial services - investment companies and funds,,Dec 31,"1200 Mcgill College Avenue, 21st floor
Montreal, Quebec
H3B 4G7",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,Raymond Chabot Grant Thornton LLP,Casgrain LP Services Ltd,,"$5,000,001 to $25,000,000"
