Company,SEDAR_url,mailAddress,contactName,bizEmail,telNum,faxNum,dateForm,jurisdiction,industryClass,cusipNum,finYearEnd,hqAddress,principalRegulator,shortFormProspectusIssuer,reportJurisdiction,stockExchange,stockSym,auditor,generalPartner,transferAgent,assets
,,"Bordo 1.9 Inc.
Suite 607
550 11 Avenue SW
Calgary, Alberta
T2R1M7",,admin@kvcapital,,,Jan 22 2019,Alberta,real estate,,Dec 31,"Bordo 1.9 Inc.
Suite 607
550 11 Avenue SW
Calgary, Alberta
T2R1M7",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,N/A,,,"Under $5,000,000"
,,"Borealis Exploration Limited
P.O. Box 926
Suite 3 C Centre Plaza, Horse Barrack Lane
., .
.",Abraham Cohen (in Gibraltar),,350-40388,350-40398,Aug 26 1968,continued to Gibraltar10/19/98,industrial products - technology,099270,Mar 31,"Head Office
Suite 3 C Centre Plaza
Horse Barrack Lane
., .
.",,No,"Alberta, Ontario, Other than Canada","CDN-OTC, United States - Other",BSXC,BDO Dunwoody LLP,,Montreal Trust,"Under $5,000,000"
,,"900-100 Adelaide Street West
Toronto, Ontario
M5H 0E2","Director, Compliance, OMERS Private Markets",OPMcompliance@Omers.com,416 361-1011,416 361-6075,Apr 29 1999,Ontario,other,09972B,Dec 31,"900-100 Adelaide Street West
Toronto, Ontario
M5H 0E2",Ontario,Yes,Ceased Reporting,N/A,,PricewaterhouseCoopers LLP,n/a,BNY Trust Company of Canada,"$100,000,001 to $500,000,000"
,,"4496 State Road, 42 North
Kiamesha Lake, New York
12751",Francine Lavoie,f.lavoie@borealwater.com,514 566-7355,,Aug 21 2001,Nevada,consumer products - breweries and beverages,09971P,Dec 31,"4496 State Road, 42 North
Kiamesha Lake, New York
12751",Quebec,No,Quebec,OTCBB,BRWC,N/A,,Manhattan Transfer Registrar Company,"Under $5,000,000"
,,"8473 163 Street
Unit 67
Surrey, B.C.
V4N 6M7",Thomas Wong,wong4989@shaw.ca,604 727-0233,,Apr 10 2015,British Columbia,other,100119,Sep 30,"8473 163 Street
Unit 67
Surrey, B.C.
V4N 6M7",British Columbia,No,"British Columbia, Alberta",N/A,,Smythe CPA,,Computershare Investor Services Inc.,"Under $5,000,000"
,,"Suite 1200, 635 - 8th Avenue SW
Calgary, Alberta
T2P 3M3","Jennifer Adams Chen, Chief Financial Officer",jennifer.adamschen@bos-solutions.com,403 234-2109,403 234-8104,Sep 23 2010,British Columbia,oil and gas - oil and gas services,,Dec 31,"Suite 1200, 635 - 8th Avenue SW
Calgary, Alberta
T2P 3M3",Alberta,No,"British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, Quebec, New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland",N/A,,DELOITTE LLP,,Computershare Trust Company of Canada,"$100,000,001 to $500,000,000"
,,"151 Merimac Street
Boston, Massachusetts
02114",Paul E. Gaston,,617 523-6050,,Dec 4 1986,Delaware,other,,Jun 30,"151 Merimac Street
Boston, Massachusetts
02114",,No,Not Applicable,"NYSE, United States - Other",,Ernst & Young,"Celtics, Inc.",,"$100,000,001 to $500,000,000"
,,"1010, 530 - 8th Avenue S.W.
Calgary, Alberta
T2P 3S8",Neil J. Evans,,306 955-6012,306 955-3446,Oct 28 1996,Alberta,real estate,100902,Dec 31,"211, 3521 - 8th Street East
Saskatoon, Saskatchewan
S7H 0W5",Alberta,No,Ceased Reporting,N/A,,KPMG Chartered Accountants,,Computershare Trust Company of Canada,"$25,000,001 to $100,000,000"
,,"100 - 10760 Shellbridge Way
Richmond, British Columbia
V6X 3H1",Wes Bews,n/a,604 270-1108,604 270-4168,Aug 26 2002,Canada,hospitality,,Dec 31,"100 - 10760 Shellbridge Way
Richmond, British Columbia
V6X 3H1",British Columbia,No,"British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, Quebec, New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland",N/A,,KPMG,,,"$25,000,001 to $100,000,000"
,,"100 - 10760 Shellbridge Way
Richmond, British Columbia
V6X 3H1",Jordan Holm,investorrelations@bostonpizza.com,604 270-1108,604 270-4168,Jun 10 2002,British Columbia,other,101084,Dec 31,"100 - 10760 Shellbridge Way
Richmond, British Columbia
V6X 3H1",British Columbia,Yes,All provinces and territories of Canada,TSX,BPFUN,KPMG LLP,,Computershare Investor Services Inc.,"$100,000,001 to $500,000,000"
