Company,SEDAR_url,mailAddress,contactName,bizEmail,telNum,faxNum,dateForm,jurisdiction,industryClass,cusipNum,finYearEnd,hqAddress,principalRegulator,shortFormProspectusIssuer,reportJurisdiction,stockExchange,stockSym,auditor,generalPartner,transferAgent,assets
,,"Brookfield Place, 181 Bay Street
Suite 330, P.O. Box 770
Toronto, Ontario
M5J 2T3",Michelle L. Campbell,michelle.campbell@brookfield.com,212 417-7514,212 417-7149,Sep 5 1978,Canada,real estate,112900,Dec 31,"Brookfield Place, 181 Bay Street
Suite 330, P.O. Box 770
Toronto, Ontario
M5J 2T3",Ontario,Yes,"British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, Quebec, New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland",TSX,BPO,Deloitte LLP,,AST Trust Company (Canada),"Over $1,000,000,000"
,,"Brookfield Place, 181 Bay Street
Suite 300, P.O. Box 762
Toronto, Ontario
M5J 2T3",Donald Tremblay,n/a,819 561-2722,819 561-7188,Jun 20 2002,Ontario,utilities - gas/electrical utilities,,Dec 31,"Brookfield Place, 181 Bay Street
Suite 300, P.O. Box 762
Toronto, Ontario
M5J 2T3",Ontario,Yes,Ceased Reporting,N/A,,Deloitte & Touche LLP,,BNY Trust Company of Canada,"Under $5,000,000"
,,"c/o Brookfield Premier Real Estate Partners GP L.P.
Brookfield Place
250 Vesey Street
New York, New York
10281",Mark Srulowitz,Mark.Srulowitz@brookfield.com,212 417-7000,,Jul 5 2016,Delaware,financial services - investment companies and funds,,Dec 31,"c/o Brookfield Premier Real Estate Partners GP L.P.
Brookfield Place
250 Vesey Street
New York, New York
10281",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,KPMG LLP,Brookfield Premier Real Estate Partners GP L.P.,,"Over $1,000,000,000"
,,"Suite 1700, 335 - 8th Avenue SW
Calgary, Alberta
T2P 1C9",Michelle Campbell,michelle.campbell@brookfield.com,212 417-7000,,Apr 18 2018,Alberta,real estate,,Dec 31,"Suite 1700, 335 - 8th Avenue SW
Calgary, Alberta
T2P 1C9",Ontario,Yes,All provinces and territories of Canada,N/A,,Deloitte LLP,,Computershare,"Under $5,000,000"
,,"73 Front Street
5th Floor
Hamilton, Bermuda
HM 12",Jane Sheere,Jane.Sheere@brookfield.com,441 294-3304,441 296-4475,Jan 3 2013,Bermuda,real estate,G16249,Dec 31,"73 Front Street
5th Floor
Hamilton, Bermuda
HM 12",Ontario,Yes,All provinces and territories of Canada,"TSX, NASDAQ",BPY,Deloitte LLP,Brookfield Property Partners Limited,AST Trust Company (Canada),"Over $1,000,000,000"
,,"Suite 300, Brookfield Place Toronto, 181 Bay Street
Toronto, Ontario
M5J 2T3",Michelle Campbell,michelle.campbell@brookfield.com,212 417-7000,,Apr 18 2018,Ontario,real estate,,Dec 31,"Suite 300, Brookfield Place Toronto, 181 Bay Street
Toronto, Ontario
M5J 2T3",Ontario,Yes,All provinces and territories of Canada,N/A,,Deloitte LLP,,Computershare,"Under $5,000,000"
,,"73 Front Street
5th Floor
Hamilton, Bermuda
HM 12",Jane Sheere,Jane.Sheere@brookfield.com,441 294-3304,441 296-4475,Apr 13 2021,Bermuda,other,BMG162,Dec 31,"73 Front Street
5th Floor
Hamilton, Bermuda
HM 12",Ontario,No,All provinces and territories of Canada,"TSX, NASDAQ",BPYP,Deloitte LLP,Brookfield Property L.P.,AST Trust Company (Canada),"Over $1,000,000,000"
,,"Brookfield Place, 181 Bay Street
Suite 330, P.O. Box 770
Toronto, Ontario
M5J 2T3",Michelle Campbell,michelle.campbell@brookfield.com,212 417-7514,212 417-7149,Dec 9 2013,British Columbia,real estate,112827,Dec 31,"Brookfield Place, 181 Bay Street
Suite 330, P.O. Box 770
Toronto, Ontario
M5J 2T3",Ontario,Yes,All provinces and territories of Canada,TSX,BPS,Deloitte LLP,,AST Trust Company (Canada),"Over $1,000,000,000"
,,"250 Vesey Street, 15th Floor
New York, New York
10281",Brian Hurley,BIMLegal@brookfield.com,212 417-7049,,Oct 12 2017,Ontario,real estate,,Dec 31,"250 Vesey Street, 15th Floor
New York, New York
10281",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,-,Brookfield Real Assets Hybrid Fund GP LLC,,"$5,000,001 to $25,000,000"
,,"Brookfield Place
250 Vesey Street
New York, New York
10281-1023",Mark Srulowitz,Mark.Srulowitz@brookfield.com,212 417-2520,,May 18 2016,Delaware,financial services - investment companies and funds,,Dec 31,"Brookfield Place
250 Vesey Street
New York, New York
10281-1023",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,Deloitte & Touche LLP,"Brookfield Real Estate Finance Fund V GP, L.P.",BID Administrator LLC,"Over $1,000,000,000"
,,"39 Wynford Drive
Toronto, Ontario
M3C 3K5","Kevin Cash, Chief Financial Officer",info@brookfieldres.com,416 510-5634,416 446-0050,Jan 3 2003,Ontario,real estate,112831,Dec 31,"39 Wynford Drive
Toronto, Ontario
M3C 3K5",Ontario,Yes,Ceased Reporting,N/A,,Deloitte & Touche,,CIBC Mellon Trust Company,"$100,000,001 to $500,000,000"
,,"1055 West Georgia Street
Suite 1500, P.O Box 11117
Vancouver, British Columbia
V6E 4N7",Jennifer Mazin,Jennifer.mazin@brookfieldrenewable.com,416 369-3369,416 365-9642,Sep 9 2019,British Columbia,other,11284V,Dec 31,"250 Vesey Street
15th Floor
New York, New York
10281-1023",Ontario,Yes,All provinces and territories of Canada,"TSX, NYSE",BEPC,Ernst & Young LLP,,Computershare Investor Services Inc.,"Over $1,000,000,000"
,,"73 Front Street
Fifth Floor
Hamilton, Bermuda
HM 12",Jane Sheere,jane.sheere@brookfield.com,441 294-3304,441 296-4475,Jun 27 2011,Bermuda,utilities - gas/electrical utilities,G16258,Dec 31,"73 Front Street
Fifth Floor
Hamilton, Bermuda
HM 12",Ontario,Yes,All provinces and territories of Canada,TSX,BEPUN,Ernst & Young LLP,Brookfield Renewable Partners Limited,Computershare Trust Company of Canada,"Over $1,000,000,000"
,,"181 Bay Street, Suite 300
P.O. Box 762, Brookfield Place
Toronto, Ontario
M5J 2T3",Jennifer Mazin,Jennifer.mazin@brookfieldrenewable.com,416 369-3369,416 365-9642,Sep 14 2011,Alberta,utilities - gas/electrical utilities,11283V,Dec 31,"181 Bay Street, Suite 300
P.O. Box 762, Brookfield Place
Toronto, Ontario
M5J 2T3",Ontario,Yes,All provinces and territories of Canada,N/A,,Ernst & Young LLP,,BNY Trust Company of Canada,"Over $1,000,000,000"
,,"480 de la Cité Blvd
Gatineau, Québec
J8T 8R3",Zev Korman,unitholderenquiries@greatlakeshydro.com,416 359-1955,416 363-2856,Sep 16 1999,Québec,utilities - gas/electrical utilities,390631,Dec 31,"480 de la Cité Blvd.
Gatineau, Québec
J8T 8R3",Quebec,Yes,Ceased Reporting,N/A,,"Deloitte & Touche, LLP",,CIBC Mellon Trust Company,"Over $1,000,000,000"
