Company,SEDAR_url,mailAddress,contactName,bizEmail,telNum,faxNum,dateForm,jurisdiction,industryClass,cusipNum,finYearEnd,hqAddress,principalRegulator,shortFormProspectusIssuer,reportJurisdiction,stockExchange,stockSym,auditor,generalPartner,transferAgent,assets
,,"650, 840 - 6th Avenue S.W.
Calgary, Alberta
T2P 3E5",Dale Storey,,403 263-1100,403 263-1129,Apr 28 1987,Alberta,industrial products - chemicals and fertilizers,95816F,Jun 30,"650, 840 - 6th Avenue S.W.
Calgary, Alberta
T2P 3E5",,No,Alberta,CDNX - AB,,Ellis Govenlock,,Montreal Trust Company of Canada,"Under $5,000,000"
,,"#702, 21-10405 Jasper Avenue
Edmonton, Alberta
T5J 3S2",Stephen R. Black,.,403 486-2789,403 944-0111,Oct 21 1992,Alberta,industrial products - technology,03838V,Dec 31,"#702, 21-10405 Jasper Avenue
Edmonton, Alberta
T5J 3S2",Alberta,No,Alberta,N/A,,Deloitte & Touche,,Montreal Trust Company of Canada,"Under $5,000,000"
,,"7730, Trans-Canadienne
Montréal, Québec
H4T 1A5",Harriet Gold,,514 737-9481,514 737-7685,Oct 21 1982,Canada,other,,Oct 31,"7730, Trans-Canadienne
Montréal, Québec
H4T 1A5",,No,Quebec,N/A,,Raymond Chabot Grant Thorton,,,"Under $5,000,000"
,,"67 Yonge Street
Toronto, Ontario
M5E1J8",John Varghese,johnv@jvpl.ca,416 865-1611,416 706-2312,Apr 13 2018,Ontario,miscellaneous,,Dec 31,"67 Yonge Street
Toronto, Ontario
M5E 1J8",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,NA,MNP LLP,,Computershare Investor Services Inc.,"Under $5,000,000"
,,"Suite 1000
734 - 7th Avenue S.W.
Calgary, AB
T2P 3P8",Brian Baker CFO,.,403 444-0251,403 537-1138,Mar 4 1986,Alberta,junior natural resource - oil and gas,038404,Dec 31,"Suite 1000
734 - 7th Avenue S.W.
Calgary, AB
T2P 3P8",Alberta,No,"British Columbia, Alberta, Ontario, Quebec",N/A,,KPMG LLP,,Valiant Trust Company,"$25,000,001 to $100,000,000"
,,"1250 West Hastings Street
Vancouver, B.C.
V6E 2M4",Joan Purdy,,604 687-0300,604 687-0151,Nov 25 1987,B.C.,junior natural resource - mining,55744B,Jun 30,"1250 West Hastings Street
Vancouver, B.C.
V6E 2M4",No filing is or has previously been made under the MRRS Prospectus Policy,No,"British Columbia, Alberta",CDNX - BC,QEG,Moen & Company,,Computershare Trust Company of Canada,"Under $5,000,000"
,,"141 Adelaide Street West
Suite 520
Toronto, Ontario
M5H 3L5",Stephanie Malec,smalec@aquilaresources.com,647 943-5672,,Feb 12 1997,Ontario,junior natural resource - mining,03841G,Dec 31,"141 Adelaide Street West
Suite 520
Toronto, Ontario
M5H 3L5",Ontario,Yes,"British Columbia, Alberta, Saskatchewan, Ontario, Nova Scotia",TSX,AQA,PricewaterhouseCoopers LLP,,TSX Trust Company,"$5,000,001 to $25,000,000"
,,"The Exchange Tower, 130 King Street West
Suite 3680, Box 99
Toronto, Ontario
M5X 1B1",Marc C. Henderson,Marc@Aquiline.com,416 599-4133,416 599-4959,May 3 1988,Continued (Ontario),junior natural resource - mining,03839N,Dec 31,"The Exchange Tower, 130 King Street West
Suite 3680, Box 99
Toronto, Ontario
M5X 1B1",Ontario,Yes,Ceased Reporting,TSX,,MSCM LLP,N/A,Computershare Trust Company of Canada,"$100,000,001 to $500,000,000"
,,"200 Bay Street
Toronto, Ontario
M5J 2Z4",Alex Macdonald,alex@luminosity.gg,416 558-9836,,Aug 29 2018,Canada,other,,Dec 31,"200 Bay Street
Toronto, Ontario
M5J 2Z4",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,N/A,,,"$5,000,001 to $25,000,000"
,,"2595A Skymark Avenue, Suite 202
Mississauga, Ontario
L4W 4L5",Stanley Tyo,,905 602-7434,905 602-5886,Jan 13 1994,Canada,other,037949,Dec 31,"49 Pownal Street
Charlottetown, Price Edward Island
C1A 3W2",Ontario,No,"British Columbia, Alberta, Ontario, New Brunswick, Nova Scotia, Prince Edward Island",CDNX - AB,AQQ,KPMG,,Computershare Investor Services Inc.,"Under $5,000,000"
