Company,SEDAR_url,mailAddress,contactName,bizEmail,telNum,faxNum,dateForm,jurisdiction,industryClass,cusipNum,finYearEnd,hqAddress,principalRegulator,shortFormProspectusIssuer,reportJurisdiction,stockExchange,stockSym,auditor,generalPartner,transferAgent,assets
,,,,,,,,,,,,,,,,,,,,,
,,"202
1201 - 5th Street SW
Calgary, Alberta
T2R 0Y6",Trevor Peters,t.peters@biocantechnologies.com,403 669-4848,,Oct 22 2014,Alberta,other,,Dec 31,"202
1201 5th Street SW
Calgary, Alberta
T2R 0Y6",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,KPMG LLP,,N/A,"Under $5,000,000"
,,"3690 rue de la Montagne
Montreal, Quebec
H3G 2A8",Normand Balthazard,,514 288-0128,514 288-0130,May 8 1997,Quebec,financial services - investment companies and funds,,Dec 31,"3690 rue de la Montagne
Montreal, Quebec
H3G 2A8",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,TSX,,"Arthur Andersen & Cie, S.E.N.C.",BioCapital Management Inc.,Montreal Trust Company,"$25,000,001 to $100,000,000"
,,"275 boul Armand-Frappier
Laval, Québec
H7V 4A7",Karen Eugeni,,450 681-1744,450 978-7755,Mar 25 1997,Canada,consumer products - biotechnology/pharmaceuticals,09058T,Dec 31,"275 boul Armand-Frappier
Laval, Québec
H7V 4A7",Quebec,Yes,Ceased Reporting,"TSX, NASDAQ",,Raymond Chabot Martin Paré,,General Trust of Canada,"$500,000,001 to $1,000,000,000"
,,"2250 - 650 West Georgia Street
Vancouver, British Columbia
V6B 4N7",Christine Robertson,,604 683-8330,604 683-8320,Dec 4 1980,British Columbia,consumer products - biotechnology/pharmaceuticals,09058Q,Mar 31,"2250 - 650 West Georgia Street
Vancouver, British Columbia
V6B 4N7",No filing is or has previously been made under the MRRS Prospectus Policy,No,"British Columbia, Ontario, Quebec",CDNX - BC,BLM,Ernest & Young,,Pacific Corporate Trust Company,"Under $5,000,000"
,,"300-1055 West Hastings Street
Vancouver, British Columbia
V6E 2E9",Collin Kim,admin@biocuretech.com,604 609-7149,,Aug 24 2007,British Columbia,junior natural resource - mining,38912A,Dec 31,"300-1055 West Hastings Street
Vancouver, British Columbia
V6E 2E9",British Columbia,No,"British Columbia, Alberta, Ontario, Yukon",Canada - CSE,CURE,DMCL Chartered Professional Accountants,,Computershare Investor Services Inc.,"Under $5,000,000"
,,"215 - 7080 River Road
Richmond, British Columbia
V6X 1X5",Ricardo Moro,rmoro@biocurex.com,604 207-9150,604 207-9165,Dec 7 1997,Texas,industrial products - technology,,Dec 31,"215 - 7080 River Road
Richmond, British Columbia
V6X 1X5",British Columbia,No,British Columbia,OTCBB,BOCX,Manning Elliott LLP,,Securities Transfer Corporation,"Under $5,000,000"
,,"500, boul Saint-Martin Ouest, bureau 380
Laval, Québec
H7M 3Y2",Louise Dufresne,,450 975-9333,450 975-7778,Mar 11 1998,Canada Business Corp. Act,junior industrial,09059J,Jan 31,"500, boul Saint-Martin Ouest, bureau 380
Laval, Québec
H7M 3Y2",Quebec,No,"British Columbia, Alberta, Ontario, Quebec",TSX Venture,BIE,Raymond Chabot Grant Thornton,,Computershare Investor Services Inc.,"Under $5,000,000"
,,"133 Richmond Street West, Suite 601
Toronto, Ontario
M5H 2L3","John MacDonald, Chief Executive Officer",johnm@jmagroup.ca,416 588-4442,416 588-1999,Mar 16 2006,Ontario,other,090634,Dec 31,"133 Richmond Street West, Suite 601
Toronto, Ontario
M5H 2L3",Ontario,Yes,"British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland",TSX,BXI,"McGovern, Hurley, Cunningham, LLP",,Equity Transfer Services Inc.,"$100,000,001 to $500,000,000"
Bioflamex Corporation,https://www.sedar.com/DisplayProfile.do?lang=EN&issuerType=03&issuerNo=00029674,"Christiansvej 31, 2920
Charlottenlund, Hovedstaden",Kristian Schiorring,ks@bioflamexcorp.com,646 233-1310,,Aug 25 2004,State of Nevada,junior industrial,,Feb 28,"Christiansvej 31, 2920
Charlottenlund, Hovedstaden",British Columbia,No,British Columbia,OTCBB,DBAY,"Weaver & Martin, LLC",,,"Under $5,000,000"
