Company,SEDAR_url,mailAddress,contactName,bizEmail,telNum,faxNum,dateForm,jurisdiction,industryClass,cusipNum,finYearEnd,hqAddress,principalRegulator,shortFormProspectusIssuer,reportJurisdiction,stockExchange,stockSym,auditor,generalPartner,transferAgent,assets
,,"405, boulevard Thibeau
Trois-Rivières, Québec
G8T 6Y6",Services financiers,caisse.t10006@desjardins.com,819 378-4029,819 378-7761,Oct 27 1945,Québec,financial services - banks and trusts,,Dec 31,"405, boulevard Thibeau
Trois-Rivières, Québec
G8T 6Y6",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"1638, rue Notre-Dame
L'Ancienne-Lorette, Québec
G2E 3B6",Services financiers,caisse.t20088@desjardins.com,418 872-1445,418 872-1435,Jan 9 1933,Québec,financial services - banks and trusts,,Dec 31,"1638, rue Notre-Dame
L'Ancienne-Lorette, Québec
G2E 3B6",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$500,000,001 to $1,000,000,000"
,,"2880, 25e Avenue
Saint-Prosper-de-Dorchester, Québec
G0M 1Y0",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Sep 1 1940,Québec,financial services - banks and trusts,,Dec 31,"2880, 25e Avenue
Saint-Prosper-de-Dorchester, Québec
G0M 1Y0",Quebec,No,Ceased Reporting,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"234, rue Gauvin
Saint-Louis-du-Ha! Ha!, Québec
G0L 3S0",Services financiers,caisse.t60106@desjardins.com,418 854-2434,418 854-0739,Jul 3 1948,Québec,financial services - banks and trusts,,Dec 31,"234, rue Gauvin
Saint-Louis-du-Ha! Ha!, Québec
G0L 3S0",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"248, rue Thibault Case postale 483
Matane, Québec
G4W 3P5",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Jan 25 1958,Québec,financial services - banks and trusts,,Dec 31,"248, rue Thibault Case postale 483
Matane, Québec
G4W 3P5",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"665, rue York
Saint-Barthélemy, Québec
J0K 1X0",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Feb 23 1936,Québec,financial services - banks and trusts,,Dec 31,"665, rue York
Saint-Barthélemy, Québec
J0K 1X0",Quebec,No,Ceased Reporting,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,May 14 1936,Québec,financial services - banks and trusts,,Aug 31,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,"11, rue Sirois
Case postale 159
Les Escoumins, Québec
G0T 1K0",Services financiers,caisse.t20420@desjardins.com,418 233-4140,418 233-2669,Dec 5 1953,Québec,financial services - banks and trusts,,Dec 31,"11, rue Sirois
Case postale 159
Les Escoumins, Québec
G0T 1K0",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"2612, boul. Henri-Bourassa Est
Montréal, Québec
H2B 1V6",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Jun 6 1959,Québec,financial services - banks and trusts,,Dec 31,"2612, boul. Henri-Bourassa Est
Montréal, Québec
H2B 1V6",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$500,000,001 to $1,000,000,000"
,,"108, rue Principale Case postale 25
Palmarolle, Québec
J0Z 3C0",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,May 6 1937,Québec,financial services - banks and trusts,,Dec 31,"108, rue Principale Case postale 25
Palmarolle, Québec
J0Z 3C0",Quebec,No,Ceased Reporting,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"172, rue Saint-Louis
Warwick, Québec
J0A 1M0",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Feb 23 1921,Québec,financial services - banks and trusts,,Dec 31,"172, rue Saint-Louis
Warwick, Québec
J0A 1M0",Quebec,No,Ceased Reporting,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"8, rue Prince
Huntingdon, Québec
J0S 1H0",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Mar 4 1961,Québec,financial services - banks and trusts,,Dec 31,"8, rue Prince
Huntingdon, Québec
J0S 1H0",Quebec,No,Ceased Reporting,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Dec 31 1948,Québec,financial services - banks and trusts,,Feb 28,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$25,000,001 to $100,000,000"
,,"2052, boul.Rosemont
Montréal, Québec
H2G 1T1",Micheline La-Rue,,418 835-2017,418 835-1866,Mar 16 1936,Québec,financial services - banks and trusts,,Jun 30,"2052, boul. Rosemont
Montréal, Québec
H2G 1T1",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"2358, rue St-Dominique Case postale 991
Jonquière, Québec
G7X 7W8",Micheline La-Rue,,418 835-2017,418 835-1866,Sep 27 1969,Québec,financial services - banks and trusts,,Dec 31,"2358, rue St-Dominique Case postale 991
Jonquière, Québec
G7X 7W8",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,"600, rue Collard Ouest C.P. 367
Alma, Québec
G8B 5V8",Micheline La-Rue,,418 835-2017,418 835-1866,Nov 18 1967,Québec,financial services - banks and trusts,,Aug 31,"600, rue Collard Ouest C.P. 367
Alma, Québec
G8B 5V8",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Jul 27 1937,Québec,financial services - banks and trusts,,Jul 31,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"Under $5,000,000"
,,"32, rue Principale
Case postale 99
Gracefield, Québec
J0X 1W0",Services financiers,caisse.t30177@desjardins.com,819 463-2849,819 463-4538,Jul 15 1943,Québec,financial services - banks and trusts,,Dec 31,"32, rue Principale
Case postale 99
Gracefield, Québec
J0X 1W0",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
