Company,SEDAR_url,mailAddress,contactName,bizEmail,telNum,faxNum,dateForm,jurisdiction,industryClass,cusipNum,finYearEnd,hqAddress,principalRegulator,shortFormProspectusIssuer,reportJurisdiction,stockExchange,stockSym,auditor,generalPartner,transferAgent,assets
,,"841, Boul. St-Joseph
Roberval, Québec
G8H 2L6",Micheline La-Rue,,418 835-2017,418 835-1866,Dec 16 1937,Québec,financial services - banks and trusts,,Feb 28,"841, boul. St-Joseph
Roberval, Québec
G8H 2L6",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Jun 6 1964,Québec,financial services - banks and trusts,,Mar 31,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Mar 4 1935,Québec,financial services - banks and trusts,,Jun 30,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Jun 7 1944,Québec,financial services - banks and trusts,,Feb 28,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"Under $5,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Jul 20 1946,Québec,financial services - banks and trusts,,Feb 28,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,May 11 1936,Québec,financial services - banks and trusts,,Jan 31,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$25,000,001 to $100,000,000"
,,"579, rang 3
Clerval, Québec
J0Z 1R0",Micheline La-Rue,,418 835-2017,418 835-1866,Nov 14 1941,Québec,financial services - banks and trusts,,Oct 31,"579, rang 3
Clerval, Québec
J0Z 1R0",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"Under $5,000,000"
,,"54, Montée Morris C.P. 250
Rivière-au-Renard, Québec
G4X 5M6",Micheline La-Rue,,418 835-2017,418 835-1866,Oct 19 1924,Québec,financial services - banks and trusts,,Jan 31,"54, Montée Morris C.P. 250
Rivière-au-Renard, Québec
G4X 5M6",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Sep 30 1938,Québec,financial services - banks and trusts,,Jan 31,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Oct 4 1933,Québec,financial services - banks and trusts,,Apr 30,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
,,"5480,ch. de la Côte-des-Neiges
Montréal, Québec
H3T 1Y5",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Apr 24 1948,Québec,financial services - banks and trusts,,Dec 31,"5480,ch. de la Côte-des-Neiges
Montréal, Québec
H3T 1Y5",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Nov 27 1927,Québec,financial services - banks and trusts,,Oct 31,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$25,000,001 to $100,000,000"
,,"535, 1re Avenue
Asbestos, Québec
J1T 3Y3",Micheline La-Rue,,418 835-2017,418 835-1866,May 21 1944,Québec,financial services - banks and trusts,,May 31,"535, 1re Avenue
Asbestos, Québec
J1T 3Y3",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$25,000,001 to $100,000,000"
,,"535, rue St-Alphonse, C.P. 340
Saint-Bruno, Québec
G0W 2L0",Micheline La-Rue,,418 835-2017,418 835-1866,May 29 1938,Québec,financial services - banks and trusts,,Jul 31,"535, rue St-Alphonse, C.P. 340
Saint-Bruno, Québec
G0W 2L0",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$5,000,001 to $25,000,000"
