Company,SEDAR_url,mailAddress,contactName,bizEmail,telNum,faxNum,dateForm,jurisdiction,industryClass,cusipNum,finYearEnd,hqAddress,principalRegulator,shortFormProspectusIssuer,reportJurisdiction,stockExchange,stockSym,auditor,generalPartner,transferAgent,assets
,,"4505, boulevard des Récollets
Trois-Rivières, Québec
G9A 5V2",Services financiers,caisse.t10049@desjardins.com,819 697-2345,819 378-0040,Dec 14 1938,Québec,financial services - banks and trusts,,Dec 31,"4505, boulevard des Récollets
Trois-Rivières, Québec
G9A 5V2",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$500,000,001 to $1,000,000,000"
,,"820, montée Masson
Mascouche, Québec
J7K 3B6",Services financiers,caisse.t00028@desjardins.com,450 474-2474,450 474-5774,Feb 11 1942,Québec,financial services - banks and trusts,,Dec 31,"820, montée Masson
Mascouche, Québec
J7K 3B6",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$500,000,001 to $1,000,000,000"
,,"312, boul. de l'Ange-Gardien
L'Assomption, Québec
J5W 1S3",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Jan 29 1942,Québec,financial services - banks and trusts,,Apr 30,"312, boul. de l'Ange-Gardien
L'Assomption, Québec
J5W 1S3",Quebec,No,Ceased Reporting,N/A,,Fédération des caisses Desjardins du Québec,,,"$500,000,001 to $1,000,000,000"
,,"3050, boulevard Laframboise
Saint-Hyacinthe, Québec
J2S 4Z4",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Jun 29 1957,Québec,financial services - banks and trusts,,Dec 31,"3050, boulevard Laframboise
Saint-Hyacinthe, Québec
J2S 4Z4",Quebec,No,Ceased Reporting,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"650, boulevard Samson
Laval, Québec
H7X 2T1",Micheline La-Rue,,418 835-2017,418 835-1866,Oct 26 1957,Québec,financial services - banks and trusts,,Dec 31,"650, boulevard Samson
Laval, Québec
H7X 2T1",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$25,000,001 to $100,000,000"
,,"3635, rue de Rouen
Montréal, Québec
H1W 1M4",Micheline La-Rue,,418 835-2017,418 835-1866,Oct 11 1944,Québec,financial services - banks and trusts,,Dec 31,"3635, rue de Rouen
Montréal, Québec
H1W 1M4",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$25,000,001 to $100,000,000"
,,"112, rue Mistouk
Alma, Québec
G8E 2J2",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Apr 27 1941,Québec,financial services - banks and trusts,,Dec 31,"112, rue Mistouk
Alma, Québec
G8E 2J2",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"8000, rue St-Jacques
Mirabel, Québec
J7N 2B7",Micheline La-Rue,,418 835-2017,418 835-1866,Dec 18 1938,Québec,financial services - banks and trusts,,Jun 30,"8000, rue St-Jacques
Mirabel, Québec
J7N 2B7",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$25,000,001 to $100,000,000"
,,"3925, avenue du Mont-Royal Est
Montréal, Québec
H1X 1Y2",Micheline La-Rue,,418 835-2017,418 835-1866,Mar 18 1943,Québec,financial services - banks and trusts,,Jul 31,"3925, avenue du Mont-Royal Est
Montréal, Québec
H1X 1Y2",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$25,000,001 to $100,000,000"
,,"2401, boulevard Roland-Therrien
Longueuil, Québec
J4N 1C5",Services financiers,caisse.t30446@desjardins.com,450 468-7411,450 468-1509,Feb 16 1963,Québec,financial services - banks and trusts,,Dec 31,"2401, boulevard Roland-Therrien
Longueuil, Québec
J4N 1C5",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$500,000,001 to $1,000,000,000"
,,"385, boulevard Poliquin
Sorel-Tracy, Québec
J3P 7V9",Services financiers,caisse.t90016@desjardins.com,450 746-7000,450 742-3065,Aug 8 1939,Québec,financial services - banks and trusts,,Dec 31,"385, boulevard Poliquin
Sorel-Tracy, Québec
J3P 7V9",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$500,000,001 to $1,000,000,000"
,,"477, rue Notre-Dame
Repentigny, Québec
J6A 2T6",Services financiers,caisse.t30514@desjardins.com,450 585-5555,450 585-9980,Apr 11 1953,Québec,financial services - banks and trusts,,Dec 31,"477, rue Notre-Dame
Repentigny, Québec
J6A 2T6",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"Over $1,000,000,000"
,,"4244, boulevard Saint-Laurent
Montréal, Québec
H2W 1Z3",Services financiers,caisse.t92166@desjardins.com,514 842-8077,514 842-7930,Feb 1 1969,Québec,financial services - banks and trusts,,Dec 31,"4244, boulevard Saint-Laurent
Montréal, Québec
H2W 1Z3",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"106, boulevard Lorrain
Gatineau, Québec
J8P 2E7",Micheline La-Rue,,418 835-2017,418 835-1866,Dec 19 1959,Québec,financial services - banks and trusts,,Dec 31,"106, boulevard Lorrain
Gatineau, Québec
J8P 2E7",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,Québec,Micheline La-Rue,,418 835-2017,418 835-1866,Feb 26 1966,Québec,financial services - banks and trusts,,Dec 31,Québec,No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$25,000,001 to $100,000,000"
,,"53, boulevard Saint-Raymond
Gatineau, Québec
J8Y 1R8",Diane Racine,diane.racine@desjardins.com,418 835-8444,418 833-7951,Nov 26 1960,Québec,financial services - banks and trusts,,Dec 31,"53, boulevard Saint-Raymond
Gatineau, Québec
J8Y 1R8",Quebec,No,Ceased Reporting,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"201, boulevard Labelle
Sainte-Thérèse, Québec
J7E 2X6",Services financiers,caisse.t30022@desjardins.com,450 430-6550,450 430-0085,Jun 25 1922,Québec,financial services - banks and trusts,,Dec 31,"201, boulevard Labelle
Sainte-Thérèse, Québec
J7E 2X6",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"Over $1,000,000,000"
,,"1857, rue Principale
Pohénégamook, Québec
G0L 1J0",Services financiers,caisse.t60056@desjardins.com,418 859-2691,418 859-2430,Oct 8 1940,Québec,financial services - banks and trusts,,Dec 31,"1857, rue Principale
Pohénégamook, Québec
G0L 1J0",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"15, rue du Pont
Amqui, Québec
G5J 0E6",Services financiers,caisse.t60010@desjardins.com,418 629-2271,418 629-1400,Feb 14 1937,Québec,financial services - banks and trusts,,Dec 31,"15, rue du Pont
Amqui, Québec
G5J 0E6",Quebec,No,Quebec,N/A,,Fédération des caisses Desjardins du Québec,,,"$100,000,001 to $500,000,000"
,,"5890, boulevard Gouin Ouest
Montréal, Québec
H4J 1E4",Micheline La-Rue,,418 835-2017,418 835-1866,Dec 17 1955,Québec,financial services - banks and trusts,,Dec 31,"5890, boulevard Gouin Ouest
Montréal, Québec
H4J 1E4",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,N/A,,La Confédération des caisses populaires et d'économie Desjardins du Québec,,,"$25,000,001 to $100,000,000"
