Company,SEDAR_url,mailAddress,contactName,bizEmail,telNum,faxNum,dateForm,jurisdiction,industryClass,cusipNum,finYearEnd,hqAddress,principalRegulator,shortFormProspectusIssuer,reportJurisdiction,stockExchange,stockSym,auditor,generalPartner,transferAgent,assets
,,,,,,,,,,,,,,,,,,,,,
,,"202
1201 - 5th Street SW
Calgary, Alberta
T2R 0Y6",Trevor Peters,t.peters@biocantechnologies.com,403 669-4848,,Oct 22 2014,Alberta,other,,Dec 31,"202
1201 5th Street SW
Calgary, Alberta
T2R 0Y6",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,KPMG LLP,,N/A,"Under $5,000,000"
,,"3690 rue de la Montagne
Montreal, Quebec
H3G 2A8",Normand Balthazard,,514 288-0128,514 288-0130,May 8 1997,Quebec,financial services - investment companies and funds,,Dec 31,"3690 rue de la Montagne
Montreal, Quebec
H3G 2A8",No filing is or has previously been made under the MRRS Prospectus Policy,No,Ceased Reporting,TSX,,"Arthur Andersen & Cie, S.E.N.C.",BioCapital Management Inc.,Montreal Trust Company,"$25,000,001 to $100,000,000"
,,"275 boul Armand-Frappier
Laval, Québec
H7V 4A7",Karen Eugeni,,450 681-1744,450 978-7755,Mar 25 1997,Canada,consumer products - biotechnology/pharmaceuticals,09058T,Dec 31,"275 boul Armand-Frappier
Laval, Québec
H7V 4A7",Quebec,Yes,Ceased Reporting,"TSX, NASDAQ",,Raymond Chabot Martin Paré,,General Trust of Canada,"$500,000,001 to $1,000,000,000"
,,"2250 - 650 West Georgia Street
Vancouver, British Columbia
V6B 4N7",Christine Robertson,,604 683-8330,604 683-8320,Dec 4 1980,British Columbia,consumer products - biotechnology/pharmaceuticals,09058Q,Mar 31,"2250 - 650 West Georgia Street
Vancouver, British Columbia
V6B 4N7",No filing is or has previously been made under the MRRS Prospectus Policy,No,"British Columbia, Ontario, Quebec",CDNX - BC,BLM,Ernest & Young,,Pacific Corporate Trust Company,"Under $5,000,000"
,,"300-1055 West Hastings Street
Vancouver, British Columbia
V6E 2E9",Collin Kim,admin@biocuretech.com,604 609-7149,,Aug 24 2007,British Columbia,junior natural resource - mining,38912A,Dec 31,"300-1055 West Hastings Street
Vancouver, British Columbia
V6E 2E9",British Columbia,No,"British Columbia, Alberta, Ontario, Yukon",Canada - CSE,CURE,DMCL Chartered Professional Accountants,,Computershare Investor Services Inc.,"Under $5,000,000"
,,"215 - 7080 River Road
Richmond, British Columbia
V6X 1X5",Ricardo Moro,rmoro@biocurex.com,604 207-9150,604 207-9165,Dec 7 1997,Texas,industrial products - technology,,Dec 31,"215 - 7080 River Road
Richmond, British Columbia
V6X 1X5",British Columbia,No,British Columbia,OTCBB,BOCX,Manning Elliott LLP,,Securities Transfer Corporation,"Under $5,000,000"
,,"500, boul Saint-Martin Ouest, bureau 380
Laval, Québec
H7M 3Y2",Louise Dufresne,,450 975-9333,450 975-7778,Mar 11 1998,Canada Business Corp. Act,junior industrial,09059J,Jan 31,"500, boul Saint-Martin Ouest, bureau 380
Laval, Québec
H7M 3Y2",Quebec,No,"British Columbia, Alberta, Ontario, Quebec",TSX Venture,BIE,Raymond Chabot Grant Thornton,,Computershare Investor Services Inc.,"Under $5,000,000"
,,"133 Richmond Street West, Suite 601
Toronto, Ontario
M5H 2L3","John MacDonald, Chief Executive Officer",johnm@jmagroup.ca,416 588-4442,416 588-1999,Mar 16 2006,Ontario,other,090634,Dec 31,"133 Richmond Street West, Suite 601
Toronto, Ontario
M5H 2L3",Ontario,Yes,"British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland",TSX,BXI,"McGovern, Hurley, Cunningham, LLP",,Equity Transfer Services Inc.,"$100,000,001 to $500,000,000"
,,"Christiansvej 31, 2920
Charlottenlund, Hovedstaden",Kristian Schiorring,ks@bioflamexcorp.com,646 233-1310,,Aug 25 2004,State of Nevada,junior industrial,,Feb 28,"Christiansvej 31, 2920
Charlottenlund, Hovedstaden",British Columbia,No,British Columbia,OTCBB,DBAY,"Weaver & Martin, LLC",,,"Under $5,000,000"
,,"5765 Yonge Street
Suite 407
North York, Ontario
M2M 4H9",Wayne Cockburn,Wayne.Cockburn@itechmedical.com,905 505-0770,866 253-4111,Sep 17 1991,Florida,miscellaneous,,Dec 31,"5970 SW 32nd Terrace
Fort Lauderdale, Florida
33312",Non-Reporting Issuer,No,Non-Reporting Issuer,N/A,,"Farber, Hass",,,"Under $5,000,000"
,,"1000-409 Granville Street
Vancouver, BC
V6C 1T2",Sam Kassem,,604 689-0896,604 688-4933,May 4 1987,British Columbia,finance company,09059F,Apr 30,"1000-409 Granville Street
Vancouver, BC
V6C 1T2",,No,British Columbia,CDNX - BC,BFO,Davidson & Company,,Montreal Trust,"Under $5,000,000"
,,"150 York Street
Suite 302
Toronto, Ontario
M5H 3S5",Ross McGroarty,,416 594-0528,416 360-4034,Jul 18 1986,British Columbia,other,09059K,Dec 31,"150 York Street
Suite 302
Toronto, Ontario
M5H 3S5",No filing is or has previously been made under the MRRS Prospectus Policy,No,Other than Canada,United States - Other,BIFPF,John E. Goodwin,,Computershare,"$5,000,001 to $25,000,000"
,,"13620 Wright Circle
Tampa, Florida
33626",Geme Zamba,,813 855-2388,813 855-3236,Jul 10 1955,Ontario,consumer products - biotechnology/pharmaceuticals,,May 31,"56 Temperance Street, 4th Floor
Toronto, Ontario
M5H 3V5",,No,Ontario,CDN-OTC,BGTI,Ernst & Young,,Equity Transfer Services Inc.,"Under $5,000,000"
,,"1140-625 Howe Street
Vancouver, British Columbia
V6C 2T6",David Ryan,dave@bioharvest.com,604 622-1186,604 685-9182,Apr 19 2013,BC,consumer products - biotechnology/pharmaceuticals,598001,Dec 31,"1140-625 Howe Street
Vancouver, British Columbia
V6C 2T6",British Columbia,No,"British Columbia, Ontario",Canada - CSE,BHSC,BDO Israel,,National Securities Administrators Ltd,"Under $5,000,000"
"BioLargo, Inc.",https://www.sedar.com/DisplayProfile.do?lang=EN&issuerType=03&issuerNo=00043300,"14921 Chestnut St.
Westminster, California
92683",John Browning,John.browning@biolargo.com,949 643-9540,949 234-6265,Sep 19 1991,Delaware,industrial products - chemicals and fertilizers,,Dec 31,"14921 Chestnut St.
Westminster, California
92683",Alberta,No,Alberta,United States - Other,,Haskell & White LLP,,American Stock Transfer & Trust Company LLC,"Under $5,000,000"
